otel-collector-1  | 2026-06-28T03:37:40.163183505Z {"level":"info","ts":"2026-06-28T03:37:40.162Z","caller":"otelconftelemetry/tracer.go:47","msg":"Internal trace telemetry disabled","resource":{"service.instance.id":"ded92906-d306-4f6a-9f1b-5612c7150edc","service.name":"otelcol-contrib","service.version":"0.153.0"}}
simulator-1          | 2026-06-27T16:42:57.140016773Z [27/Jun/2026 16:42:57] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:42:59.291307013Z [27/Jun/2026 16:42:59] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:43:01.410102189Z [27/Jun/2026 16:43:01] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:43:03.523665119Z [27/Jun/2026 16:43:03] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:43:05.646641452Z [27/Jun/2026 16:43:05] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:43:07.758941431Z [27/Jun/2026 16:43:07] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:43:09.907457182Z [27/Jun/2026 16:43:09] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:43:12.037681146Z [27/Jun/2026 16:43:12] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:43:14.150310689Z [27/Jun/2026 16:43:14] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:43:16.282844045Z [27/Jun/2026 16:43:16] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:43:18.455024101Z [27/Jun/2026 16:43:18] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:43:20.576086357Z [27/Jun/2026 16:43:20] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:43:22.686975539Z [27/Jun/2026 16:43:22] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:43:24.794871759Z [27/Jun/2026 16:43:24] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:43:26.919693586Z [27/Jun/2026 16:43:26] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:43:29.029157416Z [27/Jun/2026 16:43:29] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:43:31.192640421Z [27/Jun/2026 16:43:31] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:43:33.343249399Z [27/Jun/2026 16:43:33] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:43:35.456849002Z [27/Jun/2026 16:43:35] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:43:37.560847828Z [27/Jun/2026 16:43:37] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:43:39.686510300Z [27/Jun/2026 16:43:39] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:43:41.815690451Z [27/Jun/2026 16:43:41] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:43:43.954064168Z [27/Jun/2026 16:43:43] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:43:46.089628368Z [27/Jun/2026 16:43:46] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:43:48.190302215Z [27/Jun/2026 16:43:48] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:43:50.320800933Z [27/Jun/2026 16:43:50] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:43:52.496345867Z [27/Jun/2026 16:43:52] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:43:54.623835562Z [27/Jun/2026 16:43:54] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:43:56.728699486Z [27/Jun/2026 16:43:56] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:43:58.841298811Z [27/Jun/2026 16:43:58] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:44:00.975476962Z [27/Jun/2026 16:44:00] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:44:03.105805338Z [27/Jun/2026 16:44:03] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:44:05.228940718Z [27/Jun/2026 16:44:05] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:44:07.391887650Z [27/Jun/2026 16:44:07] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:44:09.544978770Z [27/Jun/2026 16:44:09] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:44:11.683997024Z [27/Jun/2026 16:44:11] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:44:13.792846314Z [27/Jun/2026 16:44:13] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:44:15.928100174Z [27/Jun/2026 16:44:15] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:44:18.067606675Z [27/Jun/2026 16:44:18] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:44:20.198284835Z [27/Jun/2026 16:44:20] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:44:22.332646493Z [27/Jun/2026 16:44:22] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:44:24.483186114Z [27/Jun/2026 16:44:24] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:44:26.604355163Z [27/Jun/2026 16:44:26] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:44:28.706495805Z [27/Jun/2026 16:44:28] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:44:30.848778396Z [27/Jun/2026 16:44:30] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:44:32.984237992Z [27/Jun/2026 16:44:32] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:44:35.146274880Z [27/Jun/2026 16:44:35] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:44:37.325247618Z [27/Jun/2026 16:44:37] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:44:39.436488081Z [27/Jun/2026 16:44:39] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:44:41.551076006Z [27/Jun/2026 16:44:41] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:44:43.715740856Z [27/Jun/2026 16:44:43] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:44:45.862961690Z [27/Jun/2026 16:44:45] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:44:47.977499986Z [27/Jun/2026 16:44:47] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:44:50.102244611Z [27/Jun/2026 16:44:50] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:44:52.233588769Z [27/Jun/2026 16:44:52] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:44:54.358314943Z [27/Jun/2026 16:44:54] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:44:56.497535752Z [27/Jun/2026 16:44:56] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:44:58.627445906Z [27/Jun/2026 16:44:58] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:45:00.767951965Z [27/Jun/2026 16:45:00] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:45:02.892861042Z [27/Jun/2026 16:45:02] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:45:05.020892834Z [27/Jun/2026 16:45:05] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:45:07.184082563Z [27/Jun/2026 16:45:07] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:45:09.344379618Z [27/Jun/2026 16:45:09] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:45:11.463087678Z [27/Jun/2026 16:45:11] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:45:13.582608830Z [27/Jun/2026 16:45:13] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:45:15.710523881Z [27/Jun/2026 16:45:15] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:45:17.814380009Z [27/Jun/2026 16:45:17] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:45:19.933640059Z [27/Jun/2026 16:45:19] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:45:22.047859334Z [27/Jun/2026 16:45:22] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:45:24.213639809Z [27/Jun/2026 16:45:24] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:45:26.334687118Z [27/Jun/2026 16:45:26] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:45:28.439711924Z [27/Jun/2026 16:45:28] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:45:30.569976431Z [27/Jun/2026 16:45:30] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:45:32.716378968Z [27/Jun/2026 16:45:32] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:45:34.833046097Z [27/Jun/2026 16:45:34] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:45:36.957614766Z [27/Jun/2026 16:45:36] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:45:39.079707662Z [27/Jun/2026 16:45:39] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:45:41.199763825Z [27/Jun/2026 16:45:41] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:45:43.328867761Z [27/Jun/2026 16:45:43] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:45:45.454999823Z [27/Jun/2026 16:45:45] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:45:47.594921137Z [27/Jun/2026 16:45:47] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:45:49.750241216Z [27/Jun/2026 16:45:49] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:45:51.867025023Z [27/Jun/2026 16:45:51] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:45:53.969569404Z [27/Jun/2026 16:45:53] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:45:56.108005055Z [27/Jun/2026 16:45:56] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:45:58.248661636Z [27/Jun/2026 16:45:58] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:46:00.340728380Z [27/Jun/2026 16:46:00] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:46:02.464402397Z [27/Jun/2026 16:46:02] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:46:04.564228167Z [27/Jun/2026 16:46:04] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:46:06.729358869Z [27/Jun/2026 16:46:06] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:46:08.854332497Z [27/Jun/2026 16:46:08] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:46:10.971213013Z [27/Jun/2026 16:46:10] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:46:13.112615474Z [27/Jun/2026 16:46:13] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:46:15.266759053Z [27/Jun/2026 16:46:15] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:46:17.378236929Z [27/Jun/2026 16:46:17] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:46:19.498022705Z [27/Jun/2026 16:46:19] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:46:21.603192401Z [27/Jun/2026 16:46:21] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:46:23.718192287Z [27/Jun/2026 16:46:23] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:46:25.863208218Z [27/Jun/2026 16:46:25] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:46:28.010699368Z [27/Jun/2026 16:46:28] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:46:30.142665377Z [27/Jun/2026 16:46:30] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:46:32.277003500Z [27/Jun/2026 16:46:32] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:46:34.369820818Z [27/Jun/2026 16:46:34] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:46:36.476403651Z [27/Jun/2026 16:46:36] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:46:38.583236927Z [27/Jun/2026 16:46:38] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:46:40.707610799Z [27/Jun/2026 16:46:40] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:46:42.821730528Z [27/Jun/2026 16:46:42] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:46:44.932205997Z [27/Jun/2026 16:46:44] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:46:47.045871741Z [27/Jun/2026 16:46:47] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:46:49.205047989Z [27/Jun/2026 16:46:49] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:46:51.321180273Z [27/Jun/2026 16:46:51] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:46:53.432545768Z [27/Jun/2026 16:46:53] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:46:55.563865842Z [27/Jun/2026 16:46:55] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:46:57.695693605Z [27/Jun/2026 16:46:57] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:46:59.819844927Z [27/Jun/2026 16:46:59] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:47:01.945692367Z [27/Jun/2026 16:47:01] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:47:04.095136110Z [27/Jun/2026 16:47:04] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:47:06.238204356Z [27/Jun/2026 16:47:06] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:47:08.334986504Z [27/Jun/2026 16:47:08] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:47:10.456076154Z [27/Jun/2026 16:47:10] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:47:12.588962677Z [27/Jun/2026 16:47:12] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:47:14.729744555Z [27/Jun/2026 16:47:14] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:47:16.893494980Z [27/Jun/2026 16:47:16] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:47:19.025476391Z [27/Jun/2026 16:47:19] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:47:21.159551938Z [27/Jun/2026 16:47:21] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:47:23.316368649Z [27/Jun/2026 16:47:23] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:47:25.439063111Z [27/Jun/2026 16:47:25] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:47:27.553281549Z [27/Jun/2026 16:47:27] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:47:29.685127940Z [27/Jun/2026 16:47:29] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:47:31.817822439Z [27/Jun/2026 16:47:31] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:47:33.929773476Z [27/Jun/2026 16:47:33] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:47:36.047204205Z [27/Jun/2026 16:47:36] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:47:38.161655437Z [27/Jun/2026 16:47:38] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:47:40.317030917Z [27/Jun/2026 16:47:40] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:47:42.426541337Z [27/Jun/2026 16:47:42] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:47:44.524873437Z [27/Jun/2026 16:47:44] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:47:46.661399297Z [27/Jun/2026 16:47:46] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:47:48.792451622Z [27/Jun/2026 16:47:48] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:47:50.912954538Z [27/Jun/2026 16:47:50] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:47:53.019155254Z [27/Jun/2026 16:47:53] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:47:55.140260068Z [27/Jun/2026 16:47:55] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:47:57.250163777Z [27/Jun/2026 16:47:57] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:47:59.395152599Z [27/Jun/2026 16:47:59] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:48:01.514813368Z [27/Jun/2026 16:48:01] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:48:03.616005970Z [27/Jun/2026 16:48:03] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:48:05.773602843Z [27/Jun/2026 16:48:05] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:48:07.914743476Z [27/Jun/2026 16:48:07] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:48:10.020638929Z [27/Jun/2026 16:48:10] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:48:12.139077418Z [27/Jun/2026 16:48:12] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:48:14.278034863Z [27/Jun/2026 16:48:14] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:48:16.399428554Z [27/Jun/2026 16:48:16] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:48:18.505688449Z [27/Jun/2026 16:48:18] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:48:20.638677677Z [27/Jun/2026 16:48:20] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:48:22.785510267Z [27/Jun/2026 16:48:22] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:48:24.948239440Z [27/Jun/2026 16:48:24] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:48:27.091013957Z [27/Jun/2026 16:48:27] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:48:29.236208083Z [27/Jun/2026 16:48:29] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:48:31.367413897Z [27/Jun/2026 16:48:31] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:48:33.491751127Z [27/Jun/2026 16:48:33] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:48:35.594863782Z [27/Jun/2026 16:48:35] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:48:37.754722736Z [27/Jun/2026 16:48:37] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:48:39.900732099Z [27/Jun/2026 16:48:39] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:48:42.018813790Z [27/Jun/2026 16:48:42] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:48:44.146676629Z [27/Jun/2026 16:48:44] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:48:46.299196454Z [27/Jun/2026 16:48:46] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:48:48.430464782Z [27/Jun/2026 16:48:48] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:48:50.557799222Z [27/Jun/2026 16:48:50] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:48:52.675990136Z [27/Jun/2026 16:48:52] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:48:54.818186659Z [27/Jun/2026 16:48:54] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:48:56.945365175Z [27/Jun/2026 16:48:56] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:48:59.061853680Z [27/Jun/2026 16:48:59] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:49:01.181151233Z [27/Jun/2026 16:49:01] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:49:03.359216462Z [27/Jun/2026 16:49:03] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:49:05.495343408Z [27/Jun/2026 16:49:05] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:49:07.620799141Z [27/Jun/2026 16:49:07] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:49:09.730722348Z [27/Jun/2026 16:49:09] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:49:11.881814408Z [27/Jun/2026 16:49:11] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:49:14.014621502Z [27/Jun/2026 16:49:14] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:49:16.147113094Z [27/Jun/2026 16:49:16] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:49:18.292156411Z [27/Jun/2026 16:49:18] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:49:20.485166039Z [27/Jun/2026 16:49:20] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:49:22.623981105Z [27/Jun/2026 16:49:22] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:49:24.746166858Z [27/Jun/2026 16:49:24] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:49:26.859450550Z [27/Jun/2026 16:49:26] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:49:28.976583340Z [27/Jun/2026 16:49:28] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:49:31.099363256Z [27/Jun/2026 16:49:31] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:49:33.213504444Z [27/Jun/2026 16:49:33] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:49:35.358009304Z [27/Jun/2026 16:49:35] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:49:37.476599674Z [27/Jun/2026 16:49:37] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:49:39.632946158Z [27/Jun/2026 16:49:39] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:49:41.753410564Z [27/Jun/2026 16:49:41] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:49:43.872845620Z [27/Jun/2026 16:49:43] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:49:46.058320827Z [27/Jun/2026 16:49:46] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1          | 2026-06-27T16:49:48.190135034Z [27/Jun/2026 16:49:48] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
